код стратегии,Название стратерии,Текст цикла ПредупрТОРО,КраткНазвЦикла,Сцепка,Цикл,Единица,код стратегии_счетчик
2-0678,МТЧ О1360-О2720-ТР5760-КР46080,Техническое обслуживание 2,О2,,"720,00",МТЧ,2-0678О2
2-0678,МТЧ О1360-О2720-ТР5760-КР46080,Текущий ремонт,ТР,,"5760,00",МТЧ,2-0678ТР
2-0678,МТЧ О1360-О2720-ТР5760-КР46080,Капитальный ремонт,КР,,"46080,00",МТЧ,2-0678КР
2-0679,МТЧ О1360-О2720-КР12960,Техническое обслуживание 1,О1,,"360,00",МТЧ,2-0679О1
2-0679,МТЧ О1360-О2720-КР12960,Техническое обслуживание 2,О2,,"720,00",МТЧ,2-0679О2
2-0679,МТЧ О1360-О2720-КР12960,Капитальный ремонт,КР,,"12960,00",МТЧ,2-0679КР
2-0680,МТЧ О1360-О2720-ТР2880-КР8640,Техническое обслуживание 1,О1,,"360,00",МТЧ,2-0680О1
2-0680,МТЧ О1360-О2720-ТР2880-КР8640,Техническое обслуживание 2,О2,,"720,00",МТЧ,2-0680О2
2-0680,МТЧ О1360-О2720-ТР2880-КР8640,Текущий ремонт,ТР,,"2880,00",МТЧ,2-0680ТР
2-0680,МТЧ О1360-О2720-ТР2880-КР8640,Капитальный ремонт,КР,,"8640,00",МТЧ,2-0680КР
2-0681,МТЧ О1360-О2720-ТР11520-К34560,Техническое обслуживание 1,О1,,"360,00",МТЧ,2-0681О1
2-0681,МТЧ О1360-О2720-ТР11520-К34560,Техническое обслуживание 2,О2,,"720,00",МТЧ,2-0681О2
2-0681,МТЧ О1360-О2720-ТР11520-К34560,Текущий ремонт,ТР,,"11520,00",МТЧ,2-0681ТР
2-0681,МТЧ О1360-О2720-ТР11520-К34560,Капитальный ремонт,КР,,"34560,00",МТЧ,2-0681КР
2-0682,МТЧ 0417520,Техническое обслуживание 4,О4,,"17520,00",МТЧ,2-0682О4
2-0683,МТЧ Т12160-Т24320-Т38640,Текущий ремонт 1,Т1,,"2160,00",МТЧ,2-0683Т1
2-0683,МТЧ Т12160-Т24320-Т38640,Текущий ремонт 2,Т2,,"4320,00",МТЧ,2-0683Т2
2-0683,МТЧ Т12160-Т24320-Т38640,Текущий ремонт 3,Т3,,"8640,00",МТЧ,2-0683Т3
2-0684,МТЧ О1720-О24320-О38640,Техническое обслуживание 1,О1,,"720,00",МТЧ,2-0684О1
2-0684,МТЧ О1720-О24320-О38640,Техническое обслуживание 2,О2,,"4320,00",МТЧ,2-0684О2
2-0684,МТЧ О1720-О24320-О38640,Техническое обслуживание 3,О3,,"8640,00",МТЧ,2-0684О3
2-0685,МТЧ 8612000-2622000,ТР эл.оборудования,86,,"12000,00",МТЧ,2-068586
2-0685,МТЧ 8612000-2622000,КР эл.оборудования,36,,"22000,00",МТЧ,2-068536
2-0686,МТЧ ЗО28000,Замена рабочего оборудования,ЗО,,"28000,00",МТЧ,2-0686ЗО
2-0687,МТЧ 7016000,ТР двигателя,70,,"16000,00",МТЧ,2-068770
2-0688,МТЧ Р05000,ТР рабочего оборудования,Р0,,"5000,00",МТЧ,2-0688Р0
2-0689,МТЧ ЗР6000,Замена редуктора пов.платформы,ЗМ,,"6000,00",МТЧ,2-0689ЗМ
2-0690,МТЧ Т13000-Т26000-Т315000-Т430,Текущий ремонт 1,Т1,,"3000,00",МТЧ,2-0690Т1
2-0690,МТЧ Т13000-Т26000-Т315000-Т430,Текущий ремонт 2,Т2,,"6000,00",МТЧ,2-0690Т2
2-0690,МТЧ Т13000-Т26000-Т315000-Т430,Текущий ремонт 3,Т3,,"15000,00",МТЧ,2-0690Т3
2-0690,МТЧ Т13000-Т26000-Т315000-Т430,Текущий ремонт 4,Т4,,"30000,00",МТЧ,2-0690Т4
2-0691,МТЧ ТО500-ТР2000-КР16000,Техническое обслуживание,ТО,,"500,00",МТЧ,2-0691ТО
2-0691,МТЧ ТО500-ТР2000-КР16000,Текущий ремонт,ТР,,"2000,00",МТЧ,2-0691ТР
2-0691,МТЧ ТО500-ТР2000-КР16000,Капитальный ремонт,КР,,"16000,00",МТЧ,2-0691КР
2-0692,МТЧ 1250-2500-31000-ТО4-СР-КР,Техническое обслуживание 1,О1,,"250,00",МТЧ,2-0692О1
2-0692,МТЧ 1250-2500-31000-ТО4-СР-КР,Техническое обслуживание 2,О2,,"500,00",МТЧ,2-0692О2
2-0692,МТЧ 1250-2500-31000-ТО4-СР-КР,Техническое обслуживание 3,О3,,"1000,00",МТЧ,2-0692О3
2-0692,МТЧ 1250-2500-31000-ТО4-СР-КР,Техническое обслуживание 4,О4,,"2000,00",МТЧ,2-0692О4
2-0692,МТЧ 1250-2500-31000-ТО4-СР-КР,Средний ремонт,СР,,"34560,00",МТЧ,2-0692СР
2-0692,МТЧ 1250-2500-31000-ТО4-СР-КР,Капитальный ремонт,КР,,"69120,00",МТЧ,2-0692КР
2-0693,МТЧ ТО500-ТР4000-КР12000,Техническое обслуживание,ТО,,"500,00",МТЧ,2-0693ТО
2-0693,МТЧ ТО500-ТР4000-КР12000,Текущий ремонт,ТР,,"4000,00",МТЧ,2-0693ТР
2-0693,МТЧ ТО500-ТР4000-КР12000,Капитальный ремонт,КР,,"12000,00",МТЧ,2-0693КР
2-0694,МТЧ О1180-О2620-Т12160-Т2-КР,Техническое обслуживание 1,О1,,"180,00",МТЧ,2-0694О1
2-0694,МТЧ О1180-О2620-Т12160-Т2-КР,Техническое обслуживание 2,О2,,"720,00",МТЧ,2-0694О2
2-0694,МТЧ О1180-О2620-Т12160-Т2-КР,Текущий ремонт 1,Т1,,"2160,00",МТЧ,2-0694Т1
2-0694,МТЧ О1180-О2620-Т12160-Т2-КР,Текущий ремонт 2,Т2,,"4320,00",МТЧ,2-0694Т2
2-0694,МТЧ О1180-О2620-Т12160-Т2-КР,Капитальный ремонт,КР,,"69120,00",МТЧ,2-0694КР
2-0695,МТЧ Т125920,Текущий ремонт 1,Т1,,"25920,00",МТЧ,2-0695Т1
2-0696,МТЧ К112960-К217280-К3-К410368,Капитальный ремонт 1,К1,,"12960,00",МТЧ,2-0696К1
2-0696,МТЧ К112960-К217280-К3-К410368,Капитальный ремонт 2,К2,,"17280,00",МТЧ,2-0696К2
2-0696,МТЧ К112960-К217280-К3-К410368,Капитальный ремонт 3,К3,,"25920,00",МТЧ,2-0696К3
2-0696,МТЧ К112960-К217280-К3-К410368,Капитальный ремонт 4,К4,,"103680,00",МТЧ,2-0696К4
2-0697,МТЧ ЭКГ-20,Техническое обслуживание 1,О1,,"180,00",МТЧ,2-0697О1
2-0697,МТЧ ЭКГ-20,Техническое обслуживание 2,О2,,"720,00",МТЧ,2-0697О2
2-0697,МТЧ ЭКГ-20,Текущий ремонт 1,Т1,,"2160,00",МТЧ,2-0697Т1
2-0697,МТЧ ЭКГ-20,Текущий ремонт 2,Т2,,"4320,00",МТЧ,2-0697Т2
2-0697,МТЧ ЭКГ-20,Капитальный ремонт,КР,,"69120,00",МТЧ,2-0697КР
2-0698,КМ ТО21600-КР200000,Техническое обслуживание,ТО,,"21600,00",КМ,2-0698ТО
2-0698,КМ ТО21600-КР200000,Капитальный ремонт,КР,,"200000,00",КМ,2-0698КР
2-0699,МТЧ Н300(300),Начальное ТО на 300,О0,,"0,00",КМ,2-0699О0
2-0700,КМ Т0300-О11000-О23000,Техническое обслуживание,T0,,"300,00",КМ,2-0700T0
2-0700,КМ Т0300-О11000-О23000,Техническое обслуживание 1,О1,,"1000,00",КМ,2-0700О1
2-0700,КМ Т0300-О11000-О23000,Техническое обслуживание 2,О2,,"3000,00",КМ,2-0700О2
2-0701,МТЧ ТО500-ТР3000-КР12000,Техническое обслуживание,ТО,,"500,00",МТЧ,2-0701ТО
2-0701,МТЧ ТО500-ТР3000-КР12000,Текущий ремонт,ТР,,"3000,00",МТЧ,2-0701ТР
2-0701,МТЧ ТО500-ТР3000-КР12000,Капитальный ремонт,КР,,"12000,00",МТЧ,2-0701КР
2-0702,МТЧ ТО1000-ТР8000-КР16000,Техническое обслуживание,ТО,,"1000,00",МТЧ,2-0702ТО
2-0702,МТЧ ТО1000-ТР8000-КР16000,Текущий ремонт,ТР,,"8000,00",МТЧ,2-0702ТР
2-0702,МТЧ ТО1000-ТР8000-КР16000,Капитальный ремонт,КР,,"16000,00",МТЧ,2-0702КР
2-0703,МТЧ ТО2160-ТР4320-КР35040,Техническое обслуживание,ТО,,"2160,00",МТЧ,2-0703ТО
2-0703,МТЧ ТО2160-ТР4320-КР35040,Текущий ремонт,ТР,,"4320,00",МТЧ,2-0703ТР
2-0703,МТЧ ТО2160-ТР4320-КР35040,Капитальный ремонт,КР,,"35040,00",МТЧ,2-0703КР
2-0704,МТЧ ТО2160-ТР4320-КР43200,Техническое обслуживание,ТО,,"2160,00",МТЧ,2-0704ТО
2-0704,МТЧ ТО2160-ТР4320-КР43200,Текущий ремонт,ТР,,"4320,00",МТЧ,2-0704ТР
2-0704,МТЧ ТО2160-ТР4320-КР43200,Капитальный ремонт,КР,,"43200,00",МТЧ,2-0704КР
2-0705,МТЧ ТО4320-ТР17280,Техническое обслуживание,ТО,,"4320,00",МТЧ,2-0705ТО
2-0705,МТЧ ТО4320-ТР17280,Текущий ремонт,ТР,,"17280,00",МТЧ,2-0705ТР
2-0709,МТЧ О1400-О2800-ТР11520-К34560,Техническое обслуживание 1,О1,,"400,00",МТЧ,2-0709О1
2-0709,МТЧ О1400-О2800-ТР11520-К34560,Техническое обслуживание 2,О2,,"800,00",МТЧ,2-0709О2
2-0709,МТЧ О1400-О2800-ТР11520-К34560,Текущий ремонт,ТР,,"11520,00",МТЧ,2-0709ТР
2-0709,МТЧ О1400-О2800-ТР11520-К34560,Капитальный ремонт,КР,,"34560,00",МТЧ,2-0709КР
2-0710,МТЧ 842000-3310000,ТР футеровка,84,,"2000,00",МТЧ,2-071084
2-0710,МТЧ 842000-3310000,КР футеровка,33,,"10000,00",МТЧ,2-071033
2-0711,МТЧ О1-О2-О3-О4-КР,Техническое обслуживание 1,О1,,"250,00",МТЧ,2-0711О1
2-0711,МТЧ О1-О2-О3-О4-КР,Техническое обслуживание 2,О2,,"500,00",МТЧ,2-0711О2
2-0711,МТЧ О1-О2-О3-О4-КР,Техническое обслуживание 3,О3,,"1000,00",МТЧ,2-0711О3
2-0711,МТЧ О1-О2-О3-О4-КР,Техническое обслуживание 4,О4,,"2000,00",МТЧ,2-0711О4
2-0711,МТЧ О1-О2-О3-О4-КР,Капитальный ремонт,КР,,"6000,00",МТЧ,2-0711КР
2-0712,МТЧ 0212000,КР бортовых редукторов,02,,"12000,00",МТЧ,2-071202
2-0713,МТЧ 0612000,КР главной передачи,06,,"12000,00",МТЧ,2-071306
2-0714,МТЧ ТО3000,Техническое обслуживание,ТО,,"3000,00",МТЧ,2-0714ТО
2-0715,МТЧ ТР2220,Текущий ремонт,ТР,,"2220,00",МТЧ,2-0715ТР
2-0716,МТЧ ТО720-ТР4320,Техническое обслуживание,ТО,,"720,00",МТЧ,2-0716ТО
2-0716,МТЧ ТО720-ТР4320,Текущий ремонт,ТР,,"4320,00",МТЧ,2-0716ТР
2-0717,МТЧ ТО2180-ТР8720,Техническое обслуживание,ТО,,"2180,00",МТЧ,2-0717ТО
2-0717,МТЧ ТО2180-ТР8720,Текущий ремонт,ТР,,"8720,00",МТЧ,2-0717ТР
2-0718,МТЧ О2250-Т22000,Техническое обслуживание 2,О2,,"250,00",МТЧ,2-0718О2
2-0718,МТЧ О2250-Т22000,Текущий ремонт 2,Т2,,"2000,00",МТЧ,2-0718Т2
2-0719,МТЧ О150-Т11000,Техническое обслуживание 1,О1,,"50,00",МТЧ,2-0719О1
2-0719,МТЧ О150-Т11000,Текущий ремонт 1,Т1,,"1000,00",МТЧ,2-0719Т1
2-0720,МТЧ О1720-О22880-Т15000,Техническое обслуживание 1,О1,,"720,00",МТЧ,2-0720О1
2-0720,МТЧ О1720-О22880-Т15000,Техническое обслуживание 2,О2,,"2880,00",МТЧ,2-0720О2
2-0720,МТЧ О1720-О22880-Т15000,Текущий ремонт 1,Т1,,"5000,00",МТЧ,2-0720Т1
2-0721,МТЧ О1-О2-О3-О4-О5,Техническое обслуживание 1,О1,,"250,00",МТЧ,2-0721О1
2-0721,МТЧ О1-О2-О3-О4-О5,Техническое обслуживание 2,О2,,"500,00",МТЧ,2-0721О2
2-0721,МТЧ О1-О2-О3-О4-О5,Техническое обслуживание 3,О3,,"1000,00",МТЧ,2-0721О3
2-0721,МТЧ О1-О2-О3-О4-О5,Техническое обслуживание 4,О4,,"3000,00",МТЧ,2-0721О4
2-0721,МТЧ О1-О2-О3-О4-О5,Техническое обслуживание 5,О5,,"6000,00",МТЧ,2-0721О5
2-0722,МТЧ 708000-ЗД24000,ТР двигателя,70,,"8000,00",МТЧ,2-072270
2-0722,МТЧ 708000-ЗД24000,Замена двигателя,ЗД,,"24000,00",МТЧ,2-0722ЗД
2-0723,МТЧ 854000-3410000,ТР ходовой части,85,,"4000,00",МТЧ,2-072385
2-0723,МТЧ 854000-3410000,КР ходовой части,34,,"10000,00",МТЧ,2-072334
2-0724,МТЧ 874000-3622000,ТР электрооборудования,87,,"4000,00",МТЧ,2-072487
2-0724,МТЧ 874000-3622000,КР электрооборудования,36,,"22000,00",МТЧ,2-072436
2-0725,МТЧ О1125-О2250-О3500-О41000,Техническое обслуживание 1,О1,,"125,00",МТЧ,2-0725О1
2-0725,МТЧ О1125-О2250-О3500-О41000,Техническое обслуживание 2,О2,,"250,00",МТЧ,2-0725О2
2-0725,МТЧ О1125-О2250-О3500-О41000,Техническое обслуживание 3,О3,,"500,00",МТЧ,2-0725О3
2-0725,МТЧ О1125-О2250-О3500-О41000,Техническое обслуживание 4,О4,,"1000,00",МТЧ,2-0725О4
2-0726,МТЧ О1250-О2500-О31000-О44000,Техническое обслуживание 1,О1,,"250,00",МТЧ,2-0726О1
2-0726,МТЧ О1250-О2500-О31000-О44000,Техническое обслуживание 2,О2,,"500,00",МТЧ,2-0726О2
2-0726,МТЧ О1250-О2500-О31000-О44000,Техническое обслуживание 3,О3,,"1000,00",МТЧ,2-0726О3
2-0726,МТЧ О1250-О2500-О31000-О44000,Техническое обслуживание 4,О4,,"4000,00",МТЧ,2-0726О4
2-0727,МТЧ СМ500,Смазка,СМ,,"500,00",МТЧ,2-0727СМ
2-0728,МТЧ ТР-ТО-О0--О3-Т1---Т5,Техническое обслуживание 0,О0,,"2000,00",МТЧ,2-0728О0
2-0728,МТЧ ТР-ТО-О0--О3-Т1---Т5,Техническое обслуживание 1,О1,,"3000,00",МТЧ,2-0728О1
2-0728,МТЧ ТР-ТО-О0--О3-Т1---Т5,Техническое обслуживание 3,О3,,"4500,00",МТЧ,2-0728О3
2-0728,МТЧ ТР-ТО-О0--О3-Т1---Т5,Текущий ремонт,ТР,,"4500,00",МТЧ,2-0728ТР
2-0728,МТЧ ТР-ТО-О0--О3-Т1---Т5,Техническое обслуживание 2,О2,,"8640,00",МТЧ,2-0728О2
2-0728,МТЧ ТР-ТО-О0--О3-Т1---Т5,Техническое обслуживание,ТО,,"8640,00",МТЧ,2-0728ТО
2-0728,МТЧ ТР-ТО-О0--О3-Т1---Т5,Текущий ремонт 1,Т1,,"9000,00",МТЧ,2-0728Т1
2-0728,МТЧ ТР-ТО-О0--О3-Т1---Т5,Текущий ремонт 2,Т2,,"9000,00",МТЧ,2-0728Т2
2-0728,МТЧ ТР-ТО-О0--О3-Т1---Т5,Текущий ремонт 4,Т4,,"17520,00",МТЧ,2-0728Т4
2-0728,МТЧ ТР-ТО-О0--О3-Т1---Т5,Текущий ремонт 5,Т5,,"17520,00",МТЧ,2-0728Т5
2-0728,МТЧ ТР-ТО-О0--О3-Т1---Т5,Текущий ремонт 3,Т3,,"18000,00",МТЧ,2-0728Т3
2-0729,МТЧ СМ100,Смазка,СМ,,"100,00",МТЧ,2-0729СМ
2-0730,МТЧ Д0168,Доливка,Д0,,"168,00",МТЧ,2-0730Д0
2-0731,МТЧ ТО-ТР-КР-К1-О0-О5-Т1-Т8,Техническое обслуживание 0,О0,,"1500,00",МТЧ,2-0731О0
2-0731,МТЧ ТО-ТР-КР-К1-О0-О5-Т1-Т8,Техническое обслуживание 1,О1,,"1500,00",МТЧ,2-0731О1
2-0731,МТЧ ТО-ТР-КР-К1-О0-О5-Т1-Т8,Техническое обслуживание,ТО,,"1500,00",МТЧ,2-0731ТО
2-0731,МТЧ ТО-ТР-КР-К1-О0-О5-Т1-Т8,Техническое обслуживание 2,О2,,"2000,00",МТЧ,2-0731О2
2-0731,МТЧ ТО-ТР-КР-К1-О0-О5-Т1-Т8,Техническое обслуживание 4,О4,,"2000,00",МТЧ,2-0731О4
2-0731,МТЧ ТО-ТР-КР-К1-О0-О5-Т1-Т8,Техническое обслуживание 5,О5,,"2000,00",МТЧ,2-0731О5
2-0731,МТЧ ТО-ТР-КР-К1-О0-О5-Т1-Т8,Техническое обслуживание 3,О3,,"3000,00",МТЧ,2-0731О3
2-0731,МТЧ ТО-ТР-КР-К1-О0-О5-Т1-Т8,Текущий ремонт 1,Т1,,"8000,00",МТЧ,2-0731Т1
2-0731,МТЧ ТО-ТР-КР-К1-О0-О5-Т1-Т8,Текущий ремонт 2,Т2,,"8000,00",МТЧ,2-0731Т2
2-0731,МТЧ ТО-ТР-КР-К1-О0-О5-Т1-Т8,Текущий ремонт 3,Т3,,"8000,00",МТЧ,2-0731Т3
2-0731,МТЧ ТО-ТР-КР-К1-О0-О5-Т1-Т8,Текущий ремонт 6,Т6,,"8000,00",МТЧ,2-0731Т6
2-0731,МТЧ ТО-ТР-КР-К1-О0-О5-Т1-Т8,Текущий ремонт,ТР,,"8000,00",МТЧ,2-0731ТР
2-0731,МТЧ ТО-ТР-КР-К1-О0-О5-Т1-Т8,Текущий ремонт 4,Т4,,"13000,00",МТЧ,2-0731Т4
2-0731,МТЧ ТО-ТР-КР-К1-О0-О5-Т1-Т8,Капитальный ремонт,КР,,"16000,00",МТЧ,2-0731КР
2-0731,МТЧ ТО-ТР-КР-К1-О0-О5-Т1-Т8,Текущий ремонт 5,Т5,,"16000,00",МТЧ,2-0731Т5
2-0731,МТЧ ТО-ТР-КР-К1-О0-О5-Т1-Т8,Текущий ремонт 7,Т7,,"16000,00",МТЧ,2-0731Т7
2-0731,МТЧ ТО-ТР-КР-К1-О0-О5-Т1-Т8,Капитальный ремонт 1,К1,,"26000,00",МТЧ,2-0731К1
2-0731,МТЧ ТО-ТР-КР-К1-О0-О5-Т1-Т8,Текущий ремонт 8,Т8,,"34000,00",МТЧ,2-0731Т8
2-0732,МТЧ СМ40,Смазка,СМ,,"40,00",МТЧ,2-0732СМ
2-0733,МТЧ ТО-ТР-Т1-Т2-КР,Техническое обслуживание,ТО,,"2000,00",МТЧ,2-0733ТО
2-0733,МТЧ ТО-ТР-Т1-Т2-КР,Текущий ремонт,ТР,,"2250,00",МТЧ,2-0733ТР
2-0733,МТЧ ТО-ТР-Т1-Т2-КР,Текущий ремонт 1,Т1,,"4500,00",МТЧ,2-0733Т1
2-0733,МТЧ ТО-ТР-Т1-Т2-КР,Текущий ремонт 2,Т2,,"9000,00",МТЧ,2-0733Т2
2-0733,МТЧ ТО-ТР-Т1-Т2-КР,Капитальный ремонт,КР,,"22000,00",МТЧ,2-0733КР
2-0734,МТЧ СМ600,Смазка,СМ,,"600,00",МТЧ,2-0734СМ
2-0735,МТЧ ТР-Т1-Т2-ТО-О0-Т3-Т4-Т5-Т6,Текущий ремонт,ТР,,"300,00",МТЧ,2-0735ТР
2-0735,МТЧ ТР-Т1-Т2-ТО-О0-Т3-Т4-Т5-Т6,Текущий ремонт 1,Т1,,"600,00",МТЧ,2-0735Т1
2-0735,МТЧ ТР-Т1-Т2-ТО-О0-Т3-Т4-Т5-Т6,Текущий ремонт 2,Т2,,"900,00",МТЧ,2-0735Т2
2-0735,МТЧ ТР-Т1-Т2-ТО-О0-Т3-Т4-Т5-Т6,Техническое обслуживание,ТО,,"1200,00",МТЧ,2-0735ТО
2-0735,МТЧ ТР-Т1-Т2-ТО-О0-Т3-Т4-Т5-Т6,Техническое обслуживание 0,О0,,"2400,00",МТЧ,2-0735О0
2-0735,МТЧ ТР-Т1-Т2-ТО-О0-Т3-Т4-Т5-Т6,Текущий ремонт 3,Т3,,"2400,00",МТЧ,2-0735Т3
2-0735,МТЧ ТР-Т1-Т2-ТО-О0-Т3-Т4-Т5-Т6,Текущий ремонт 4,Т4,,"4800,00",МТЧ,2-0735Т4
2-0735,МТЧ ТР-Т1-Т2-ТО-О0-Т3-Т4-Т5-Т6,Текущий ремонт 5,Т5,,"6600,00",МТЧ,2-0735Т5
2-0735,МТЧ ТР-Т1-Т2-ТО-О0-Т3-Т4-Т5-Т6,Текущий ремонт 6,Т6,,"6600,00",МТЧ,2-0735Т6
2-0736,МТЧ ТО-ТР-Т1-Т6-О0-О2,Текущий ремонт,ТР,,"300,00",МТЧ,2-0736ТР
